Gene,Anastrozole,Abiraterone,Bexarotene,Metformin,Dexamethasone,Cigarette smoke,Harman,Plx4032,Atorvastatin,Vemurafenib,Trastuzumab,Gatifloxacin,"2,3,7,8-tetrachlorodibenzo-p-dioxin",Formoterol,Ubiquinol,Temozolomide,Hodgkin lymphoma,Pimecrolimus,Chlorpyrifos,Letrozole,Tibolone,Diclofenac,Cadmium,Colchicine,Propofol,Sevoflurane,Nsc319726,Nvp-tnks656,Gefitinib,Estradiol,"Dmnq   (2,3-dimethoxy-1,4-naphthoquinone)",Mercury,Chromium,Metoprolol,Imatinib,Doxorubicin,Apratoxin a,Hydroxyzine,Ribavirin,Sorafenib,Argyrin a,Lysophosphatidic acid,Adenosine triphosphate,Torcetrapib,Nickel,Deferasirox,Alfacalcidol,Plx4720,Fluorouracil,Epz004777,Chlorambucil,Thapsigargin,Bpde,"2,2',4,4',5,5'-hexachlorobiphenyl   (pcb-153)",Phenol,Nilotinib,Quercetin,Imatinib (glivec),Luteolin,Nitric oxide,Phorbol 12-myristate 13-acetate (pma),Bortezomib,"3,3',4,4'-tetrachlorobiphenyl",Foretinib,Neocarzinostatin,R1881,Mk-886,Fenretinide,Telapristone acetate,Testosterone,Curcumin,Cediranib,Vx,"Puromycin, 2xec50, 3 d",Mek inhibitor (meki : azd6244),"Puromycin, ec50, 3 d",Triiodothyronine-[13c6] hydrochloride (t3 thyronine),Sapphyrin pci-2050 (2.5 &icirc;&frac14;m),"1,25 dihydroxyvitamin d",Paclitaxel,Isotretinoin,Folic acid,"2,3-dimethoxy-1,4-naphtoquinone (dmnq)",Mesalazine,Levofloxacin,Heregulin,Lmp-420,Mycophenolic acid,Lipopolysaccharide,Ethanol,Azathioprine,Fluticasone,Aplidin,Celecoxib,Resveratrol,4-hydroxytamoxifen,Cholestyramine,Actinomycin d,Grepafloxacin,Cocaine,Citalopram,"1,2,4-benzenetriol",Bisphenol a,Aminolevulinic acid,Calcitriol,Sirolimus,Sb 216763,Cyfluthrin,Dasatinib,Androstanolone,Carboplatin,Sapphyrin pci-2050 (1.25 &icirc;&frac14;m),Carboplatin (30 h),Carboplatin (24 h),Carboplatin (36 h),Methylphenidate,Laminin,Vanadium pentoxide,Cytarabine,"Puromycin, 2xec50, 1d","Puromycin, ec50, 5 d","Puromycin, ec50, 1 d",Hydrocortisone,Hypochlorous acid,Decitabine,Y15,Azacitidine,Methotrexate,Zinc acetate,Arsenic,"2,3,7,8-tetrachlorodibenzo-p-dioxin (tcdd)",Cisplatin,Insulin,Motexafin gadolinium (4 h),Arachidonic acid,Promegestone,Doxycycline,Fgfr-specific pd173074 inhibitor,Antimony,Mln4924,Sangivamycin (nsc 65346),Gamma-tocotrienol,Pioglitazone,Tretinoin,Cycloheximide,Ciprofloxacin,Motexafin gadolinium,Nicotine,Sulforaphane
PSMA1,4709.87,181.55,7359.94,36000.2,528.04,20147.35,1956.07,4683.74,381.42,4164.64,831.83,1509.29,6235.34,1901.68,12173.8,14547.69,690.56,452.17,259.38,17436.36,900.01,12364.85,418988.39,2781.03,17319.62,27137.23,9499.48,300.18,586891.99,298.13,107309.2,436318.56,250399.86,2225.46,5611.24,12546.34,765.69,127845.26,24887.72,5767.21,2054.42,77534.78,3543.91,808.47,197276.75,2117.24,4709.22,4718.59,46885.72,184.75,82280.24,172.3,23495.21,3887.65,167308.92,5034.2,5870.59,4293.89,4134.06,146310.22,431.98,8528.23,55646.21,837.17,482.34,281.65,373.98,216.32,557.47,309.12,153200.55,3836.57,7705.61,27713.93,7014.6,27897.37,729.62,16769.57,24165.46,2887.22,1090.97,4033.8,104673.46,50169.3,7786.45,74812.01,779.98,120392.36,7338.76,133492.83,8635.38,91.23,1111.69,4387.87,4751.9,250.45,9776.67,1316.8,4616.29,18309.7,1675.32,53331.78,81194.01,89366.71,46.69,579.11,14585.65,429.42,3643.38,713.21,61642.39,17384.92,11935.04,11900.61,11900.61,20290.67,7638.92,184531.3,31412.35,27713.83,58122.33,32396.1,1639.21,155195.31,20296.56,157.43,30852.55,2619.5,70148.98,219113.6,1587734.19,178045.04,39454.65,37767.99,20899.67,3480.46,2979.51,16955.44,279586.13,3405.8,8675.75,1445.43,7886.95,3413.47,8191.85,10703.59,37195.94,3271.8,58958.35
OAZ1,5010.24,184.18,7393.95,36613.93,529.64,21584.25,2227.05,4682.71,426.08,4170.49,825.19,1624.44,8496.48,2023.79,15181.54,18927.78,744.83,451.1,305.9,23542.53,912.47,12991.46,412903.03,3150.18,14170.04,28039.88,10011.77,306.27,584501.28,299.82,116261.51,442134.37,240522.3,2278.21,5594.5,15876.81,894.56,140530.99,31871.99,5493.02,2577.0,79435.8,3756.43,814.92,186000.08,2271.42,4759.07,4500.54,50727.75,172.52,88743.13,161.15,25531.25,3407.65,168714.51,5052.01,5082.57,4351.06,4145.52,133243.51,437.62,8325.47,63291.02,1652.71,577.47,284.29,436.16,188.33,588.51,310.66,152649.53,3835.4,8880.44,29790.97,7123.96,29973.67,718.1,21953.55,24165.29,3649.59,1086.93,4101.71,113634.54,58310.37,9452.98,79176.67,888.21,127261.85,7689.62,122164.4,8319.55,146.38,1196.5,4645.29,4596.07,291.14,11168.15,1339.83,4226.09,22422.88,1987.43,53219.09,82941.82,94653.14,55.24,601.58,13565.75,457.1,3762.98,706.88,60573.22,22566.57,12692.37,12658.06,12658.06,24939.43,6328.85,187411.37,38455.68,29790.86,60107.21,34457.25,1830.79,143365.88,23579.6,178.78,35888.39,2266.4,79749.48,208951.3,1584127.78,186997.9,43817.23,41662.39,27049.68,3302.14,3143.01,19990.94,274764.64,3464.26,8580.44,1418.22,9336.48,3404.81,9008.22,13674.73,41091.72,3573.35,59674.07
CYB5A,5170.76,255.59,7589.26,34248.15,545.85,37854.7,1971.2,5519.06,345.39,5041.17,1167.07,1552.18,10374.36,2607.82,21706.34,32437.08,863.18,459.73,343.42,39179.21,906.88,10537.13,519933.52,2925.41,22277.09,32656.08,14000.63,274.36,591656.67,304.0,139912.26,584844.77,334897.46,2645.49,6671.22,28864.04,863.32,219454.41,38932.85,5948.53,2619.71,94726.88,6331.5,877.0,260222.29,3181.41,4833.86,5005.21,43390.12,208.46,104762.06,144.69,42108.19,6465.2,255052.79,5137.43,7437.9,5648.45,6311.62,174975.02,407.85,7448.31,124974.56,2626.46,1062.11,306.09,630.07,385.71,587.65,311.93,209144.54,4865.83,7367.66,43359.31,6851.03,43544.98,726.02,36107.05,24382.32,3874.78,1073.08,6488.46,137244.69,68416.54,10667.31,96022.42,934.75,220145.02,9105.64,156423.25,7129.77,166.03,850.45,5524.31,5024.66,277.96,17732.12,1360.44,2647.7,25356.87,3409.44,62329.37,116067.55,102381.06,69.37,681.82,14962.11,469.21,4843.61,724.07,57288.44,36730.29,15055.41,15020.52,15020.52,38310.3,7791.43,237576.2,58489.8,43359.2,74062.62,48100.08,3204.46,180599.3,31833.09,181.81,53919.67,2182.15,129748.3,271613.95,1598964.04,228443.56,65985.7,52956.4,34355.58,3594.73,3142.32,21747.84,387174.87,3717.86,10293.24,1691.14,11294.99,3453.86,10126.98,15014.48,52376.68,3120.87,64762.53
RPL30,3222.54,121.43,7415.83,29717.15,525.65,18176.72,1510.47,4706.49,294.11,4241.94,588.2,1280.32,8510.09,1681.69,14257.44,15042.05,663.6,454.6,229.16,20442.35,893.27,11102.97,395914.62,2673.53,8528.43,23942.07,10386.2,250.99,590402.14,294.94,131110.33,434689.47,217414.03,1820.33,4042.15,13927.07,727.97,130041.81,29302.66,3436.16,2303.82,82866.39,3414.2,792.98,169883.52,2056.81,4680.71,4705.75,36464.46,139.95,98029.86,137.8,21611.65,2653.52,138326.73,4920.72,3992.25,3049.75,3550.53,126343.58,384.57,6898.24,44566.36,1305.39,394.35,271.22,201.34,77.59,538.36,306.47,154277.45,2790.39,7199.7,31368.01,6851.61,31553.95,711.01,21593.02,24427.34,3502.84,968.3,3416.24,128435.19,52035.05,9841.3,77148.33,745.57,103791.06,7992.27,111692.44,4608.88,104.64,870.53,4532.24,4330.71,211.93,10915.57,1332.97,2388.97,23125.6,1693.94,40378.82,76435.77,84921.03,35.03,546.76,11796.93,225.9,2913.37,718.31,38676.48,22216.71,8368.8,8333.89,8333.89,22794.93,5464.27,183109.12,33303.8,31367.9,62223.22,36118.71,1563.85,139552.54,19474.26,132.37,32396.48,1737.45,61459.14,205435.8,1604352.53,197768.84,42313.86,46006.91,27389.61,2777.53,3040.55,20902.24,254751.94,3399.13,6992.97,1332.5,10623.88,3437.88,8291.44,13680.76,45426.0,2534.91,51028.55
EEF1A1,3800.31,101.61,6965.79,31699.37,495.07,14786.16,1723.47,3805.17,200.61,3405.14,527.41,1167.54,6560.45,1443.32,12383.59,14243.0,638.61,427.31,199.73,19080.09,831.3,10250.3,401667.18,3120.6,3858.64,24589.0,9330.1,220.9,566387.01,278.53,115264.63,424001.03,231814.23,1870.36,3288.0,11764.67,570.79,115729.21,25219.74,3520.22,1673.09,70138.52,3079.54,760.6,188943.31,1968.92,4458.01,4569.91,41067.43,116.56,83559.94,133.37,20856.32,2055.53,141240.45,3726.37,2560.44,2377.41,2602.11,148603.94,347.06,6616.11,38869.06,1060.47,422.14,256.51,165.87,50.71,481.95,280.57,133130.2,3145.6,5989.74,27580.6,7031.41,27755.89,680.41,18779.19,23400.47,3058.02,997.7,2664.44,112741.91,48374.25,8459.17,71568.54,678.62,85567.88,6239.76,138819.37,5412.57,103.58,632.82,4158.22,3991.67,192.56,9040.71,1252.44,1332.49,20441.45,1192.46,33949.03,43095.46,90503.67,39.62,541.39,11753.92,143.08,2691.35,681.74,54481.81,19367.39,9382.55,9349.65,9349.65,19891.56,4603.89,186793.63,32131.0,27580.5,56862.6,32061.75,1375.38,161912.6,18467.92,133.86,27888.91,1326.45,55631.46,219771.31,1542059.86,180140.06,38096.93,39119.33,24760.01,2387.96,2896.58,18601.67,264538.24,3231.96,6039.04,1176.62,8756.28,3268.27,6290.83,11298.02,38571.35,2373.7,49556.34
ITM2B,8008.05,294.71,8415.93,43933.2,560.4,26040.31,3707.27,5609.38,499.78,5068.25,1650.23,2258.16,10867.83,4054.34,25359.81,26596.49,928.21,463.62,459.73,30852.35,977.88,14216.55,511915.2,4282.45,31787.83,34564.65,11840.63,423.73,603616.19,321.6,133696.28,564249.39,327675.9,3650.06,7561.02,20261.22,1093.1,179452.15,37074.88,8819.81,3253.33,97379.57,5587.53,890.83,260814.26,2544.8,5228.1,5735.89,65593.01,625.36,106070.62,218.28,31827.18,12980.27,230621.84,5233.66,7818.84,6018.41,5951.86,191037.11,559.8,10322.94,90883.05,2776.96,803.76,342.2,1113.81,2586.38,686.08,323.69,187258.65,5746.46,10225.93,36610.67,7579.4,36800.0,789.07,26714.1,25334.09,3700.67,1461.1,6374.45,130975.5,72309.38,9693.66,89680.42,1224.28,183250.26,6843.12,171229.99,13972.39,169.07,1170.5,5173.45,5047.53,406.01,12873.95,1395.8,6045.77,23737.93,4336.35,67146.11,108539.52,122264.7,74.98,661.19,17485.99,1057.57,5408.88,775.33,83157.3,27349.04,16969.87,16934.33,16934.33,33071.26,7788.29,233325.14,49601.19,36610.56,67952.7,41445.93,3204.12,198564.49,29567.96,214.53,46932.84,3562.89,100160.5,280927.14,1628275.9,223159.38,54489.53,46847.21,26396.12,10349.62,3429.49,21284.16,372134.06,3706.95,10342.66,1559.65,10381.08,3571.91,9068.84,13869.69,46256.78,5783.4,77726.96
RPL9,5836.66,377.7,9371.52,32368.84,575.1,30893.97,3254.86,5914.05,325.15,5451.8,2498.37,1680.01,10702.06,10110.93,29495.42,32530.86,1078.6,465.18,789.37,32733.42,1038.85,10256.34,483172.55,2860.36,31471.13,32151.81,12804.67,236.5,603703.03,322.0,116767.45,511018.2,301479.88,3499.33,6547.3,22542.9,1076.71,184705.74,31836.46,6404.55,4386.47,89668.96,6670.72,914.55,232827.63,3073.65,4792.06,5425.9,59943.66,2607.48,95469.47,135.68,37376.73,20212.39,218251.38,5424.08,9080.03,5703.33,8819.15,158676.06,373.04,7231.88,107750.97,3546.92,1076.33,425.46,2154.47,7636.32,724.0,328.18,190278.98,5817.05,7031.86,37196.3,6551.57,37386.34,734.21,27616.98,24851.43,3445.36,1038.43,10902.42,114037.36,68212.25,8932.56,94755.93,1425.53,198483.7,7506.23,139260.49,12247.87,154.11,661.29,6645.68,5047.59,246.09,16112.14,1379.21,2192.98,22220.56,8441.06,53322.61,106012.61,100455.97,78.25,677.12,14647.37,1861.37,6213.54,741.19,43139.04,28254.45,12904.63,12868.95,12868.95,31381.69,7942.7,213752.77,53565.25,37196.19,68615.07,42047.98,4111.95,160955.57,28086.38,207.09,49979.63,2483.07,101897.66,243985.44,1636979.64,192887.06,53226.89,42857.11,26415.1,13796.38,3309.24,18746.13,343168.3,3921.93,9239.63,2036.23,10173.09,3544.67,9565.82,12493.98,42264.22,5217.98,65077.79
EEF1G,6026.5,365.66,8773.03,32128.25,532.25,29447.07,3446.88,6248.33,446.67,5878.3,2380.89,1739.03,9094.7,9049.12,30043.71,25549.09,995.21,426.81,725.61,29818.19,1073.64,9868.19,528317.85,2839.99,37103.76,28109.31,12967.62,277.34,564514.76,299.4,122611.47,576423.24,348843.35,3020.74,6832.61,21092.14,1190.04,187852.43,30641.53,6647.43,4111.4,95507.41,4912.03,810.87,288327.44,2660.14,4546.17,5773.37,65578.27,2459.63,100036.62,166.76,34402.88,21542.04,260772.95,5373.51,9451.61,5831.39,9572.67,207020.13,401.98,6836.52,104906.79,2915.81,906.02,430.98,2199.28,5846.77,683.94,309.32,189598.66,5584.98,7317.61,34587.65,7183.58,34761.06,676.15,26036.84,23158.23,3632.39,990.77,10237.5,120117.51,61641.22,8495.72,84174.78,1426.34,221342.25,8144.97,181109.55,13280.73,170.79,989.94,6160.35,4666.29,301.05,15657.26,1305.78,2638.48,23800.75,7403.79,53952.73,116447.93,92110.62,93.76,620.11,14750.82,2037.53,5956.57,680.31,58320.51,26618.47,13828.58,13796.05,13796.05,27200.99,6323.84,231429.16,49398.83,34587.55,63489.0,39017.82,3296.37,206585.42,25518.0,315.98,45375.83,2695.69,104174.1,295362.74,1533992.53,200444.15,56142.83,46455.09,36380.84,12779.3,3286.98,21175.06,393516.84,3471.18,8291.4,2282.57,10411.13,3256.45,9751.73,13313.17,45914.5,4457.53,67480.35
GPR183,2831.61,112.99,7004.43,23371.17,490.81,21671.91,1389.68,4420.27,206.79,3997.69,584.8,1111.72,5438.87,1687.13,12877.36,13843.94,646.02,425.34,203.91,16846.82,827.21,8754.36,343811.48,2320.6,7515.8,21104.63,9646.89,202.17,566593.8,270.26,113448.14,373807.87,177454.03,1655.66,3821.1,13571.88,648.12,126891.2,26909.69,3425.43,1973.61,82937.34,2975.93,759.81,126094.65,2073.51,4349.1,4081.06,36114.55,117.35,89032.9,122.12,23251.94,2475.19,116438.36,4899.01,3972.97,2945.36,3872.33,82624.84,328.19,6002.32,51198.54,894.3,422.69,254.37,220.79,64.59,491.79,275.87,145315.97,2750.29,6366.64,27767.2,6793.99,27942.39,668.42,19465.55,23148.89,3191.01,890.79,3373.8,110927.7,45351.4,7620.29,71859.87,682.29,110156.74,7980.15,74243.07,3313.19,97.08,628.97,4414.47,4191.43,186.57,11104.27,1249.37,1645.8,22425.67,1734.93,36510.71,69408.51,79868.83,34.18,542.73,9461.41,174.73,2233.61,666.57,24419.45,20053.51,6947.21,6914.34,6914.34,20271.82,5159.11,137598.97,32858.05,27767.09,57015.55,32244.06,1363.15,93737.78,19002.69,104.4,30181.29,1341.64,60593.91,151347.65,1540298.08,174958.86,42088.85,39938.06,29301.78,2499.07,2843.26,20616.73,207521.44,3234.69,6397.58,1570.16,8278.65,3259.17,7362.69,11987.89,39390.87,2560.97,47604.11
GLRX,3662.17,150.66,7499.29,30982.9,531.09,22961.8,1693.73,4786.01,197.2,4322.56,708.69,1269.42,9393.65,2028.78,16352.87,19821.88,740.54,456.62,252.03,26395.3,875.65,9487.19,442200.84,2538.0,11131.07,26622.07,11157.86,228.19,596854.71,294.03,130880.91,487981.03,259097.11,1986.89,5294.02,18192.21,740.64,160854.73,31848.4,3898.28,2289.36,85779.5,3721.56,822.19,200296.47,2308.05,4719.51,4249.14,37054.64,150.9,98573.15,128.57,27379.79,3137.68,174468.11,4936.3,4802.33,4363.01,4117.46,143284.22,363.13,6608.66,71374.7,1532.4,541.47,275.49,337.81,126.74,553.54,302.78,166806.06,3092.96,6717.6,33588.26,6835.06,33775.98,720.21,25469.17,24590.72,3759.25,1016.03,3906.75,128182.87,55440.15,10227.73,82397.32,742.02,144821.88,8332.68,129182.99,4830.9,121.66,747.64,4708.16,4438.54,210.26,12112.0,1334.24,2306.98,24050.35,2127.86,46248.4,85526.31,96257.79,35.04,610.06,13698.7,261.53,3517.1,721.94,41182.78,26098.95,9539.81,9504.56,9504.56,25783.98,6102.59,206376.23,41802.5,33588.15,64662.85,38382.2,1733.62,154727.83,23652.28,100.28,38400.12,1883.23,83546.55,226524.7,1617310.48,203729.27,49720.37,47607.69,30239.07,2956.47,3050.57,21423.67,301557.49,3491.32,7296.2,1465.71,10968.83,3470.53,8217.68,14255.64,47021.51,2621.44,55862.46
LTA4H,2331.62,165.82,6550.26,11499.22,475.9,19035.65,1085.39,4292.74,197.77,3973.37,807.63,835.76,4910.35,1718.88,13041.45,14866.94,646.83,410.92,186.91,20004.43,792.33,2580.64,320600.5,1864.25,15938.72,11483.26,9231.57,163.64,537002.86,261.04,95244.25,333813.24,153460.64,1476.6,3532.06,14331.28,682.06,130343.23,20380.23,2530.64,1932.17,68999.66,3135.35,717.05,103753.49,2040.96,4023.56,3565.34,14254.88,110.18,75034.34,109.78,24596.74,2862.48,110944.93,4331.98,3376.29,2888.0,3787.29,54268.23,281.09,3928.65,61328.57,719.83,474.77,242.26,270.56,99.99,452.36,298.86,131352.8,2525.85,2847.7,24559.6,6591.68,24722.7,617.12,18717.17,21723.31,2841.52,769.6,3898.53,92896.94,33081.15,7249.18,68239.97,663.31,130327.99,6548.62,43490.39,1464.78,91.17,437.04,4167.04,4011.83,162.3,9820.86,1176.54,617.0,17597.13,1692.52,31118.9,83956.18,49368.82,43.28,539.29,5941.04,188.2,2512.59,625.9,6227.63,19264.88,5701.79,5671.2,5671.2,17286.38,3970.12,96794.73,33429.13,24559.5,51922.62,28729.6,1513.53,61042.69,17001.3,133.02,28522.05,1526.18,65320.6,119743.67,1468110.04,159969.91,40563.59,35148.12,19755.73,2322.83,2648.89,16815.16,187785.3,3051.05,4865.64,1495.53,7044.4,3039.47,5660.28,9766.44,34638.0,1458.52,36770.51
HSP90AB1,12006.52,658.0,7389.16,114324.36,511.73,29983.49,10420.5,5356.34,1100.94,4881.77,3774.52,2784.71,11357.36,8506.83,32223.53,31373.2,948.89,420.69,704.3,33655.44,1029.43,39622.28,1145842.23,8563.46,60156.42,105907.23,15328.86,438.16,559448.48,302.61,134701.33,1185129.54,969054.46,8367.83,7339.09,25355.2,1370.14,192470.76,38908.15,8577.6,3934.94,99494.04,6716.54,799.37,927891.76,3002.12,5503.33,5936.22,206199.57,542.59,99445.0,459.16,39532.78,21815.83,797646.78,3886.58,15975.44,5544.52,11656.92,815496.21,560.46,20743.92,117134.25,941.3,1258.84,333.43,2227.35,2936.53,591.26,281.98,211362.98,3443.55,14499.61,36797.61,8903.04,36967.48,779.44,29869.05,24015.82,3564.46,1703.64,14316.27,132256.22,133133.58,8509.88,90664.97,1390.89,263860.69,7976.92,786131.41,27240.22,191.03,1759.77,5913.84,6679.97,442.87,17038.59,1336.5,9733.12,19338.46,9268.88,149198.53,140456.33,302394.52,115.31,632.23,21194.25,2310.37,3738.92,855.76,472465.51,30439.35,38310.94,38279.08,38279.08,52837.83,9270.24,761528.23,57595.88,36797.51,65272.17,41140.23,6682.54,811039.71,39032.14,548.78,51952.87,5917.02,158065.81,905657.04,1520039.44,299894.01,61750.9,42291.01,26498.69,14781.34,4593.26,18026.23,1007346.19,3427.88,13433.34,2553.22,10282.43,3247.97,11268.08,13448.74,41759.63,12259.56,237871.04
RPL26,5853.49,161.56,7376.28,39376.45,522.63,21257.3,2444.88,5121.6,558.34,4585.57,834.93,2163.22,9487.81,1970.23,16199.36,18579.82,722.84,447.03,323.34,24744.21,908.8,15510.05,448533.92,3959.51,22481.31,27980.44,11326.71,458.86,584420.3,304.87,130445.86,495249.21,267259.17,2539.22,5798.8,16841.16,827.3,153063.53,32057.21,5787.65,2444.87,86968.86,3571.13,814.44,211909.85,2268.15,4866.9,5662.2,54380.35,149.37,99364.54,208.96,26006.65,3517.61,188773.39,4964.94,8523.59,4176.86,4384.51,156485.5,589.91,10475.68,65886.12,1401.24,522.59,281.89,301.34,125.91,598.41,308.24,161795.86,3291.62,10854.18,32220.49,7256.2,32402.87,739.75,23852.43,24291.28,3539.94,1303.74,4205.9,127825.71,59336.68,9918.06,79025.7,985.57,143863.93,7999.3,138109.2,9912.19,135.03,1023.42,4695.7,4772.6,410.74,11889.31,1330.87,5941.29,22788.53,1963.5,58163.21,95054.04,100200.92,49.23,589.38,14767.23,586.35,3487.61,731.83,57122.67,24464.44,15713.45,15679.21,15679.21,28830.12,6325.09,200894.2,38895.29,32220.38,62443.57,36876.1,1716.92,163838.86,25902.26,182.23,38079.8,4064.88,84804.18,238498.47,1579610.68,209392.01,48414.73,46123.91,28400.59,3418.13,3178.71,20366.93,309090.63,3415.92,8029.61,1549.75,10500.21,3433.87,8438.04,14332.85,45554.83,4740.08,67240.2
C4orf46,3260.46,150.51,7562.93,29504.39,537.5,20967.56,1599.93,4614.39,179.6,4154.37,762.58,1199.96,8780.18,1989.99,15394.0,17146.89,724.06,463.09,245.28,23142.68,884.29,9313.12,427878.48,2436.23,15355.87,23357.46,10655.0,217.66,600149.01,298.25,127559.45,463729.13,245939.41,1893.94,4441.46,15951.39,688.92,141643.27,30131.87,3221.88,2305.87,84326.73,3448.0,823.1,192040.09,2229.51,4728.14,3965.17,39704.4,145.83,96914.67,125.01,23996.99,3377.57,161382.73,4689.87,4077.9,3560.12,3656.53,141969.02,354.43,6083.05,56263.03,1455.78,461.02,275.22,280.32,121.19,545.15,307.4,156839.51,2911.62,6191.99,32321.92,6945.32,32512.27,729.54,23352.86,24875.58,3701.1,1015.17,3464.65,124824.54,52057.31,10013.17,80446.3,715.83,125563.65,8179.04,126258.54,4163.64,115.42,641.06,4681.2,4408.13,190.94,11840.12,1350.17,1541.41,23743.32,1965.07,49235.02,86807.61,94461.5,30.75,594.17,12320.09,220.21,3309.08,733.86,34951.81,23991.34,9163.83,9128.09,9128.09,23442.47,5211.71,198029.06,37835.77,32321.8,63832.01,37182.56,1723.55,152020.73,21368.64,100.67,34552.96,1438.15,70644.32,222770.15,1629370.42,198012.67,45567.26,46049.46,30091.75,2932.4,3079.38,21206.0,284610.82,3492.41,6818.61,1496.04,10848.86,3516.49,7850.81,13862.48,45455.65,2410.44,59127.68
SSR4,3576.87,134.28,7104.15,28731.2,505.09,24583.39,1615.34,4786.65,321.28,4350.26,680.03,1325.76,10086.57,1740.7,17579.24,21664.75,710.17,432.83,254.63,28217.95,836.78,10253.23,436675.79,2765.6,10659.2,23757.48,11456.49,242.6,566900.45,283.44,147254.31,516094.88,256360.84,2006.02,5251.5,20338.19,733.62,182300.59,34169.94,4171.09,2264.68,95838.64,3975.94,785.77,193831.08,2229.54,4501.69,4273.25,35923.56,148.77,112555.17,129.54,29927.87,2891.66,168432.09,4690.81,5022.68,4296.58,4211.17,130940.76,369.25,7133.73,82295.86,1582.07,550.83,266.38,306.24,124.59,535.08,291.54,195866.49,3110.82,6952.85,38999.9,6827.12,39176.03,679.58,29367.46,23225.67,3677.07,967.33,3899.62,144722.91,60990.57,10839.1,83858.0,758.14,162578.82,8299.34,112772.06,5477.79,120.32,889.41,4510.61,4313.54,225.94,12756.51,1264.98,2557.62,25967.98,2322.52,42863.52,91055.59,91143.79,42.96,583.15,12507.04,263.48,3252.75,680.16,38963.64,29958.49,9958.8,9925.73,9925.73,29225.61,6066.48,193709.14,44713.98,38999.79,68252.95,43498.02,1805.52,145105.19,25154.81,138.44,43601.88,1774.8,92877.59,226574.19,1540166.48,228677.72,55226.35,52409.15,25787.35,2723.9,2902.48,23348.95,309267.79,3330.16,7094.87,1400.22,12081.31,3271.36,8370.14,15949.4,51859.65,2799.14,53634.23
PRDX4,4972.63,137.01,7133.18,53845.45,506.05,21831.76,2703.82,4764.85,234.44,4363.1,657.58,1338.16,8433.92,1802.28,15684.11,18160.11,684.53,431.79,268.36,23716.54,849.22,13784.72,555467.32,4069.58,12818.26,44877.92,11893.73,263.69,571357.28,283.07,142397.19,616092.32,380419.03,2718.7,5225.37,16063.35,629.33,157536.26,32616.85,4454.03,2064.73,93844.43,4067.46,787.82,326770.47,2134.55,4599.31,4572.78,67728.03,135.9,107474.35,163.1,25445.41,2773.87,267125.2,4935.29,5788.49,4216.02,3846.09,268773.3,391.5,9398.25,65462.86,1552.93,470.9,266.21,268.64,114.37,515.73,287.16,172189.33,3317.7,8371.24,35620.15,7721.4,35797.97,711.85,23589.16,23703.85,3369.69,1151.64,3413.52,139841.23,69011.17,9676.15,78607.4,729.29,135906.14,8129.43,254542.84,7551.54,105.47,624.62,4481.58,4206.35,220.6,12175.46,1265.64,2513.34,24479.05,1971.4,73203.87,84413.78,150744.71,38.72,572.19,15075.7,261.61,3602.82,717.98,90715.9,24185.54,12949.76,12916.39,12916.39,31333.91,4557.28,338291.34,40152.91,35620.05,65192.32,40162.42,1668.83,282370.97,24734.54,128.67,36845.19,2213.53,83651.85,354027.02,1551665.75,220982.7,49838.95,49071.83,27537.16,2897.3,3055.87,21503.11,421593.89,3314.05,7899.68,1367.79,10833.74,3311.42,6946.57,14132.88,48517.52,3892.3,84474.38
EEF1B2,9722.59,401.06,9275.42,46236.4,571.7,37848.18,4179.53,6387.58,595.13,5799.14,1920.9,2718.85,12546.31,8241.75,29385.11,35044.3,964.77,467.25,636.62,38283.94,1048.19,18387.43,529879.98,4871.16,36317.55,40519.55,15047.82,540.64,605617.47,325.57,145969.28,589386.31,344818.25,4483.32,7873.81,26106.79,1118.21,214413.3,43060.99,9377.09,4406.58,106398.28,7529.12,965.49,271531.37,4009.74,5215.77,6712.02,78579.93,1562.49,115795.51,250.03,40875.45,17401.6,260845.54,5449.12,9162.01,6105.02,7775.16,180705.25,676.87,12349.51,124977.99,4137.9,1420.12,389.12,1989.7,4263.6,725.81,326.81,215667.87,6401.59,11888.64,45877.33,7472.07,46066.86,810.49,33648.89,25343.9,3795.9,1582.89,10181.76,143244.91,86172.09,10670.85,101909.42,1636.85,226574.88,8397.55,158497.63,17710.38,200.32,884.58,6621.06,5481.45,543.26,18609.23,1426.93,6336.75,25652.1,6950.56,64402.79,122567.24,125763.0,85.63,683.3,16808.69,1694.54,6457.93,786.44,72557.51,34284.88,21632.65,21597.05,21597.05,42551.51,9790.72,228798.22,57225.53,45877.22,77200.45,50716.45,4018.65,185145.4,35481.74,300.65,58293.3,4416.09,129343.22,282464.57,1636813.78,236854.38,63330.89,52605.21,32637.76,13731.69,3673.47,21056.94,389910.28,4136.51,13666.72,1769.63,12433.79,3617.64,10966.65,15061.56,52013.32,7875.13,80717.44
